repeat,step,material_system,composition,anneal_T_C,predicted_overpotential_V,actual_overpotential_V,predicted_material_loss_umol,actual_material_loss_umol,hypervolume,best_objective
6,43,In-Mn-Pd-O,"{""In"": 0.056100900792319205, ""Mn"": 0.0634796603358694, ""Pd"": 0.8804194388718114}",550,0.570841,0.547571,-0.027254,-0.072961,3.271143,
6,44,In-Mn-Pd-O,"{""In"": 0.05784410646262761, ""Mn"": 0.028938087027910276, ""Pd"": 0.9132178065094622}",550,0.605228,0.562457,-0.038801,0.02403,3.271143,
6,45,Mn-Pd-Zn-O,"{""Mn"": 0.17679509191352924, ""Pd"": 0.7564293238185086, ""Zn"": 0.06677558426796217}",550,0.651036,0.61585,0.097984,0.133639,3.271143,
6,46,Mn-Nb-Sb-O,"{""Mn"": 0.4571303249755999, ""Nb"": 0.5372933543813965, ""Sb"": 0.005576320643003576}",550,0.787075,1.0,0.037702,0.100406,3.271143,
6,47,In-Mn-Pd-O,"{""In"": 0.03713790635536924, ""Mn"": 0.015349167470548382, ""Pd"": 0.9475129261740823}",550,0.618374,0.554892,-0.029914,-0.046614,3.271143,
6,48,In-Mn-Pd-O,"{""In"": 0.09765043768859957, ""Mn"": 0.21338520725684687, ""Pd"": 0.6889643550545536}",0,0.561345,0.59123,0.110212,0.344503,3.271143,
6,49,Mn-Ni-Pd-O,"{""Mn"": 0.11736376963788844, ""Ni"": 0.0905246155730535, ""Pd"": 0.792111614789058}",550,0.611147,0.622796,0.115071,-0.009966,3.271143,
6,50,Mn-Ni-Pd-O,"{""Mn"": 0.1359659047963551, ""Ni"": 0.11282867609712882, ""Pd"": 0.7512054191065161}",550,0.655012,0.588297,0.083799,0.115163,3.271143,
7,1,Ag-Nb-Ni-O,"{""Ag"": 0.6463658151961346, ""Nb"": 0.27048141653330476, ""Ni"": 0.08315276827056055}",550,0.859302,1.0,0.122623,0.253353,1.74329,
7,2,Mn-Nb-Sb-O,"{""Mn"": 0.8007398391118187, ""Nb"": 0.18661180054702792, ""Sb"": 0.012648360341153455}",550,0.761526,0.848436,0.349246,0.031454,1.74329,
7,3,Co-Ni-Ta-O,"{""Co"": 0.6892380314554724, ""Ni"": 0.25891306523932905, ""Ta"": 0.05184890330519862}",0,0.775116,0.610941,0.203184,0.555616,2.366871,
7,4,Co-Mn-W-O,"{'Co': 0.2451640640669427, 'W': 0.7005958744307521, 'Mn': 0.0542400615023051}",0,0.837378,1.0,0.18771,4.186835,2.366871,
7,5,Co-In-Zr-O,"{""Co"": 0.7803621763480014, ""In"": 0.12163048961618128, ""Zr"": 0.0980073340358173}",0,0.729095,0.532254,0.279506,0.4309,2.837106,
7,6,Co-In-Zr-O,"{""Co"": 0.7642750718606691, ""In"": 0.16032402248016653, ""Zr"": 0.07540090565916437}",0,0.659296,0.543965,0.528494,0.444544,2.837106,
7,7,Co-In-Zr-O,"{""Co"": 0.7704059432752054, ""In"": 0.17190637943801657, ""Zr"": 0.05768767728677797}",550,0.603347,0.591444,0.481556,0.224257,2.867007,
7,8,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",550,0.588351,0.633657,0.528744,0.072303,2.88476,
7,9,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",550,0.612064,0.865521,0.367869,0.046742,2.88476,
7,10,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",400,0.647627,0.666918,0.361995,0.140154,2.88476,
7,11,Co-Fe-Zr-O,"{""Co"": 0.5780139968876062, ""Fe"": 0.24417649524907545, ""Zr"": 0.17780950786331817}",550,0.694791,0.699062,0.340408,0.078821,2.88476,
7,12,Co-In-Zr-O,"{""Co"": 0.7714518959042741, ""In"": 0.16777727175546636, ""Zr"": 0.0607708323402596}",550,0.602143,0.586416,0.324517,0.2292,2.885774,
7,13,Co-Ni-Zr-O,"{""Co"": 0.5785828365452526, ""Ni"": 0.21911032302115963, ""Zr"": 0.20230684043358774}",0,0.685835,0.593603,0.38534,0.591372,2.885774,
7,14,Co-Ni-Zr-O,"{""Co"": 0.4568884367917565, ""Ni"": 0.19992631002143835, ""Zr"": 0.34318525318680515}",0,0.669626,0.592815,0.443729,0.447263,2.885774,
7,15,Co-In-Zr-O,"{""Co"": 0.7235679925414983, ""In"": 0.23711393807718031, ""Zr"": 0.0393180693813214}",550,0.598616,0.58852,0.306929,0.272097,2.885774,
7,16,Co-Nb-Sn-O,"{'Co': 0.7131489895992799, 'Nb': 0.21719589275397022, 'Sn': 0.06965511764674992}",700,0.710939,0.706705,0.252682,-0.01334,2.889524,
7,17,Co-Nb-Sn-O,"{'Co': 0.62958, 'Nb': 0.26624, 'Sn': 0.10418}",550,0.74165,0.871679,0.106392,-0.007602,2.889524,
7,18,Co-Mn-Zr-O,"{""Co"": 0.578430386647951, ""Mn"": 0.0756328415886, ""Zr"": 0.3459367717634491}",550,0.681579,0.744615,0.304611,0.117297,2.889524,
7,19,Co-In-Zr-O,"{""Co"": 0.8592092488298554, ""In"": 0.09955721045309378, ""Zr"": 0.04123354071705073}",0,0.5705,0.534729,0.523249,0.446587,2.889524,
7,20,Co-Ni-Zr-O,"{""Co"": 0.5522598215488317, ""Ni"": 0.19230163152681612, ""Zr"": 0.2554385469243522}",0,0.643676,0.593626,0.426478,0.521882,2.889524,
7,21,Co-Sb-Zr-O,"{""Co"": 0.7139663058500633, ""Sb"": 0.08662691828519138, ""Zr"": 0.19940677586474537}",550,0.626003,0.744763,0.211185,0.092676,2.889524,
7,22,Co-Nb-Sn-O,"{'Co': 0.5865865743420643, 'Nb': 0.2923581596472038, 'Sn': 0.12105526601073185}",700,0.858322,0.745913,0.062454,-0.060548,2.892045,
7,23,Co-Ni-Zr-O,"{""Co"": 0.11932595115598625, ""Ni"": 0.38318239324901365, ""Zr"": 0.4974916555950002}",0,0.762588,0.874545,0.310186,0.465746,2.892045,
7,24,Co-Mn-Ti-O,"{'Co': 0.63807, 'Mn': 0.04278, 'Ti': 0.31915}",550,0.696654,0.83222,0.296341,-0.09413,2.897679,
7,25,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",550,0.715531,0.683185,0.137588,0.064834,2.897855,
7,26,Co-In-Si-O,"{""Co"": 0.7393988712456442, ""In"": 0.26060112875435576}",0,0.635983,1.0,0.442839,0.007463,2.897855,
7,27,Co-Sb-Zr-O,"{""Co"": 0.6870164790529468, ""Sb"": 0.021411072860292965, ""Zr"": 0.2915724480867601}",550,0.680338,0.803196,0.209416,0.087329,2.897855,
7,28,Co-In-Si-O,"{""Co"": 0.769643058637792, ""In"": 0.230356941362208}",0,0.661579,1.0,0.387601,0.023481,2.897855,
7,29,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",550,0.685414,0.679319,0.212773,0.065576,2.897881,
7,30,Co-Hf-Zr-O,"{""Co"": 0.8373369739746543, ""Hf"": 0.12618943132263527, ""Zr"": 0.0364735947027104}",550,0.690747,0.638224,0.224947,0.127863,2.897881,
7,31,Co-Nb-Zr-O,"{""Co"": 0.8381564933715236, ""Nb"": 0.081203527384317, ""Zr"": 0.08063997924415944}",550,0.664642,0.652228,0.242881,0.061435,2.898271,
7,32,Co-Nb-Sn-O,"{'Co': 0.7479, 'Nb': 0.21085, 'Sn': 0.04125}",550,0.744157,0.763393,0.08153,-0.002392,2.898271,
7,33,Co-Nb-Sn-O,"{'Co': 0.72144, 'Nb': 0.24086, 'Sn': 0.0377}",550,0.743689,0.784754,0.028317,0.00825,2.898271,
7,34,Co-Hf-Zr-O,"{""Co"": 0.8630450427418843, ""Hf"": 0.11649746686640937, ""Zr"": 0.02045749039170634}",550,0.660336,0.639732,0.289065,0.125597,2.898271,
7,35,Co-In-Si-O,"{""Co"": 0.7463707493835553, ""In"": 0.25362925061644476}",550,0.85855,1.0,0.057772,-1.3e-05,2.898271,
7,36,Co-Hf-Zr-O,"{""Co"": 0.7843147611321953, ""Hf"": 0.18877202584621292, ""Zr"": 0.026913213021591702}",400,0.767282,0.666494,0.108323,0.139648,2.898271,
7,37,Co-Mn-Ti-O,"{'Co': 0.73882, 'Mn': 0.07925, 'Ti': 0.18193}",550,0.7617,0.717248,0.046916,0.100548,2.898271,
7,38,Co-Fe-Zr-O,"{""Co"": 0.4533498862802462, ""Fe"": 0.2395239547667195, ""Zr"": 0.30712615895303436}",550,0.762334,0.740867,0.094446,0.093743,2.898271,
7,39,Co-Sb-Zr-O,"{""Co"": 0.5888800908762339, ""Sb"": 0.056204488190722775, ""Zr"": 0.3549154209330433}",550,0.749711,0.882361,0.121614,0.078223,2.898271,
7,40,Co-Fe-Zr-O,"{""Co"": 0.26340363881616297, ""Fe"": 0.5736557506523206, ""Zr"": 0.1629406105315164}",550,0.742874,0.723161,0.092751,0.331319,2.898271,
7,41,Co-In-Zr-O,"{""Co"": 0.5410803444255651, ""In"": 0.20915728403817105, ""Zr"": 0.24976237153626382}",550,0.771988,0.656381,0.098137,0.142908,2.898271,
7,42,Co-In-Zr-O,"{""Co"": 0.5576634794912777, ""In"": 0.2722396662864981, ""Zr"": 0.17009685422222426}",550,0.713548,0.640053,0.127886,0.180076,2.898271,
7,43,Co-In-Zr-O,"{""Co"": 0.2707963142171305, ""In"": 0.5029796603346544, ""Zr"": 0.22622402544821513}",550,0.725169,0.76227,0.111607,0.514029,2.898271,
7,44,Co-Hf-Mn-O,"{""Co"": 0.6921918452263258, ""Hf"": 0.15534202411878736, ""Mn"": 0.15246613065488684}",0,0.670358,0.631651,0.179051,0.155526,2.898409,
7,45,Co-In-Zr-O,"{""Co"": 0.5098063137054223, ""In"": 0.16765092751976104, ""Zr"": 0.32254275877481675}",0,0.658906,0.615734,0.220966,0.335628,2.898409,
7,46,Fe-Ni-Ta-O,"{""Fe"": 0.24790505039962807, ""Ni"": 0.14761291547854463, ""Ta"": 0.6044820341218273}",400,0.762919,1.0,0.129828,-0.010094,2.898409,
7,47,Co-Mn-Zr-O,"{""Co"": 0.5593441321143529, ""Mn"": 0.12162723710551458, ""Zr"": 0.31902863078013255}",0,0.690649,0.66378,0.191371,0.145637,2.898409,
7,48,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",400,0.628993,0.631938,0.275315,0.095946,2.898511,
7,49,Co-Hf-Zr-O,"{""Co"": 0.8939200041454616, ""Hf"": 0.086284815946529, ""Zr"": 0.019795179908009435}",400,0.631942,0.639651,0.196657,0.128307,2.898511,
7,50,Co-Mn-Zr-O,"{""Co"": 0.6426467871931673, ""Mn"": 0.10214030047068694, ""Zr"": 0.25521291233614574}",0,0.667072,0.596404,0.16592,0.202973,2.899262,
8,1,Co-Mn-Nb-O,"{""Co"": 0.47354753643369135, ""Mn"": 0.29874012749559603, ""Nb"": 0.22771233607071256}",400,0.803566,0.811903,0.214704,0.098778,1.74329,
8,2,Mn-Nb-Zn-O,"{'Mn': 0.050775534130566874, 'Nb': 0.7119825821927575, 'Zn': 0.2372418836766757}",700,0.934166,1.0,-0.001704,0.000333,1.74329,
8,3,Co-Mn-Ti-O,"{'Co': 0.14131, 'Mn': 0.07579, 'Ti': 0.7829}",700,0.937301,1.0,0.011654,-0.046579,1.74329,
8,4,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",400,0.789909,0.666918,0.229219,0.140154,2.077131,
8,5,Co-Ni-Zr-O,"{""Co"": 0.6995224826820042, ""Ni"": 0.208369937080724, ""Zr"": 0.09210758023727174}",550,0.800165,0.606289,0.179496,0.127698,2.448316,
8,6,Co-Mn-Zr-O,"{""Co"": 0.578430386647951, ""Mn"": 0.0756328415886, ""Zr"": 0.3459367717634491}",550,0.777827,0.744615,0.066547,0.117297,2.448377,
8,7,Co-Nb-Zr-O,"{""Co"": 0.1968471568896919, ""Nb"": 0.21503522817750717, ""Zr"": 0.588117614932801}",550,0.775335,0.934182,0.070801,0.014179,2.448377,
8,8,Co-Hf-Mn-O,"{""Co"": 0.6649809795916624, ""Hf"": 0.16950154022776182, ""Mn"": 0.16551748018057585}",0,0.709913,0.607711,0.123579,0.131287,2.448377,
8,9,Co-Ni-Zr-O,"{""Co"": 0.11932595115598625, ""Ni"": 0.38318239324901365, ""Zr"": 0.4974916555950002}",0,0.789852,0.874545,0.072496,0.465746,2.448377,
8,10,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",550,0.777824,1.0,0.071895,0.022534,2.448377,
8,11,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",550,0.757463,0.683185,0.139912,0.064834,2.452547,
8,12,Co-Hf-Zr-O,"{""Co"": 0.8897377184468366, ""Hf"": 0.06914546553415242, ""Zr"": 0.041116816019010925}",550,0.722965,0.641705,0.132312,0.129043,2.452547,
8,13,Co-Hf-Mn-O,"{""Co"": 0.5103401295760331, ""Hf"": 0.30983467698900774, ""Mn"": 0.1798251934349591}",550,0.696802,0.7771,0.111118,0.064416,2.452547,
8,14,Co-Hf-Zr-O,"{""Co"": 0.7843147611321953, ""Hf"": 0.18877202584621292, ""Zr"": 0.026913213021591702}",400,0.695886,0.666494,0.113189,0.139648,2.452547,
8,15,Nb-Ni-Ta-O,"{""Nb"": 0.6186532292561541, ""Ni"": 0.2524772601446675, ""Ta"": 0.12886951059917853}",550,0.893045,1.0,0.038055,-0.025659,2.452547,
8,16,Co-Hf-Mn-O,"{""Co"": 0.6921918452263258, ""Hf"": 0.15534202411878736, ""Mn"": 0.15246613065488684}",0,0.644686,0.631651,0.125534,0.155526,2.452547,
8,17,Co-Mn-W-O,"{'Co': 0.67167, 'Mn': 0.02119, 'W': 0.30714}",550,0.705775,1.0,0.114067,-0.007326,2.452547,
8,18,Co-Nb-Zr-O,"{""Co"": 0.04963753381189967, ""Nb"": 0.0, ""Zr"": 0.9503624661881004}",550,0.961813,1.0,0.030763,0.004424,2.452547,
8,19,Co-Hf-Mn-O,"{""Co"": 0.665347551839365, ""Hf"": 0.18890433808621096, ""Mn"": 0.14574811007442406}",0,0.687553,0.790705,0.126453,0.143206,2.452547,
8,20,Co-Mn-Ti-O,"{'Co': 0.1994, 'Mn': 0.01945, 'Ti': 0.78115}",550,0.904714,1.0,0.0911,-0.017386,2.452547,
8,21,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",550,0.695271,1.0,0.14199,0.079945,2.452547,
8,22,Co-Ni-Zr-O,"{""Co"": 0.6454784166687881, ""Ni"": 0.2146076266517512, ""Zr"": 0.1399139566794606}",550,0.680875,0.645047,0.217677,0.090997,2.453946,
8,23,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",550,0.66842,0.676735,0.206026,0.096884,2.453946,
8,24,Co-Ni-Zr-O,"{""Co"": 0.7020397361239789, ""Ni"": 0.19043742206091896, ""Zr"": 0.10752284181510222}",550,0.651837,0.613211,0.210127,0.107925,2.454576,
8,25,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",550,0.701425,0.865521,0.102732,0.046742,2.454576,
8,26,Co-Ni-Zr-O,"{""Co"": 0.8488449665055029, ""Ni"": 0.055780151950898305, ""Zr"": 0.09537488154359873}",0,0.633156,0.545486,0.12474,0.694191,2.791345,
8,27,Co-Mn-Ti-O,"{'Co': 0.78039, 'Mn': 0.03562, 'Ti': 0.18398}",700,0.679978,0.744653,0.127534,0.084861,2.791345,
8,28,Co-Ni-Zr-O,"{""Co"": 0.8595361056131573, ""Ni"": 0.02045969922418494, ""Zr"": 0.12000419516265766}",0,0.615023,0.57773,0.155414,0.649438,2.792623,
8,29,Co-Ni-Zr-O,"{""Co"": 0.8379572252570472, ""Ni"": 0.01890374757346609, ""Zr"": 0.1431390271694868}",0,0.604487,0.575302,0.256693,0.643466,2.792916,
8,30,Co-Mn-Ti-O,"{'Co': 0.68884, 'Mn': 0.19001, 'Ti': 0.12115}",700,0.72231,0.771378,0.124953,0.123675,2.792916,
8,31,Co-Mn-W-O,"{'Co': 0.71982, 'W': 0.20511, 'Mn': 0.07507}",550,0.794013,0.989779,0.105642,0.17878,2.792916,
8,32,Co-Sb-Zr-O,"{""Co"": 0.639350191455426, ""Sb"": 0.01813920293525727, ""Zr"": 0.34251060560931673}",550,0.811436,0.975548,0.100108,0.070631,2.792916,
8,33,Co-Nb-Zr-O,"{""Co"": 0.8741137104765964, ""Nb"": 0.0, ""Zr"": 0.1258862895234036}",550,0.678751,0.632519,0.2829,0.060041,2.795019,
8,34,Fe-Ni-Ta-O,"{""Fe"": 0.4502812982194703, ""Ni"": 0.33005205095181295, ""Ta"": 0.2196666508287167}",400,0.796517,0.775368,0.108176,0.144187,2.795019,
8,35,Co-Fe-Zr-O,"{""Co"": 0.8046047304002377, ""Fe"": 0.07636575230065604, ""Zr"": 0.11902951729910619}",0,0.626993,0.556449,0.366911,0.603857,2.79795,
8,36,Co-Fe-Zr-O,"{""Co"": 0.8253979928130477, ""Fe"": 0.07634138595567726, ""Zr"": 0.09826062123127503}",0,0.584683,0.55082,0.505574,0.604809,2.798453,
8,37,Co-Fe-Zr-O,"{""Co"": 0.583015454558586, ""Fe"": 0.3259978642023961, ""Zr"": 0.09098668123901785}",550,0.650752,0.668162,0.128894,0.102324,2.798453,
8,38,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",550,0.620272,0.624498,0.276666,0.073694,2.798728,
8,39,Co-Fe-Zr-O,"{""Co"": 0.21608010795356244, ""Fe"": 0.6472385626342333, ""Zr"": 0.1366813294122043}",0,0.64573,0.915997,0.33951,0.334879,2.798728,
8,40,Co-Nb-Sn-O,"{'Co': 0.84909, 'Nb': 0.11969, 'Sn': 0.03122}",550,0.698579,0.744968,0.228632,-0.008223,2.799104,
8,41,Co-Nb-Sn-O,"{'Co': 0.86909, 'Nb': 0.10602, 'Sn': 0.02489}",550,0.712972,0.68027,0.189903,-0.025632,2.804743,
8,42,Co-Fe-Zr-O,"{""Co"": 0.33094369832896203, ""Fe"": 0.5781126577578322, ""Zr"": 0.09094364391320583}",550,0.73543,0.734447,0.104869,0.312748,2.804743,
8,43,Co-Mn-Zr-O,"{""Co"": 0.8539997255534031, ""Mn"": 0.11529054396944806, ""Zr"": 0.030709730477148946}",550,0.660809,0.68588,0.222389,0.036528,2.804743,
8,44,Co-In-Zr-O,"{""Co"": 0.7704059432752054, ""In"": 0.17190637943801657, ""Zr"": 0.05768767728677797}",550,0.712369,0.591444,0.125742,0.224257,2.810379,
8,45,Co-In-Zr-O,"{""Co"": 0.7714518959042741, ""In"": 0.16777727175546636, ""Zr"": 0.0607708323402596}",550,0.637387,0.586416,0.193844,0.2292,2.812263,
8,46,Co-In-Zr-O,"{""Co"": 0.7803621763480014, ""In"": 0.12163048961618128, ""Zr"": 0.0980073340358173}",0,0.587628,0.532254,0.435715,0.4309,2.896598,
8,47,Co-Sb-Zr-O,"{""Co"": 0.9285245421799492, ""Sb"": 0.005562501918475885, ""Zr"": 0.06591295590157487}",550,0.692521,0.649395,0.181895,0.104446,2.896598,
8,48,Co-In-Zr-O,"{""Co"": 0.8592092488298554, ""In"": 0.09955721045309378, ""Zr"": 0.04123354071705073}",0,0.557703,0.534729,0.496257,0.446587,2.896598,
8,49,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",550,0.654823,0.654426,0.121366,0.136051,2.896598,
8,50,Co-In-Zr-O,"{""Co"": 0.7235679925414983, ""In"": 0.23711393807718031, ""Zr"": 0.0393180693813214}",550,0.665173,0.58852,0.188091,0.272097,2.896598,
9,1,Ag-Nb-Ni-O,"{""Ag"": 0.6463658151961346, ""Nb"": 0.27048141653330476, ""Ni"": 0.08315276827056055}",550,0.859302,1.0,0.122623,0.253353,1.74329,
9,2,Mn-Nb-Sb-O,"{""Mn"": 0.8007398391118187, ""Nb"": 0.18661180054702792, ""Sb"": 0.012648360341153455}",550,0.761526,0.848436,0.349246,0.031454,1.74329,
9,3,Fe-In-Ni-O,"{""Fe"": 0.7036149550807267, ""In"": 0.0940417016795255, ""Ni"": 0.20234334323974787}",500,0.779728,1.0,0.26452,-0.023479,1.74329,
9,4,Co-In-Zr-O,"{""Co"": 0.7803621763480014, ""In"": 0.12163048961618128, ""Zr"": 0.0980073340358173}",0,0.756094,0.532254,0.242048,0.4309,2.837106,
9,5,Co-In-Zr-O,"{""Co"": 0.7642750718606691, ""In"": 0.16032402248016653, ""Zr"": 0.07540090565916437}",0,0.67286,0.543965,0.268553,0.444544,2.837106,
9,6,Co-In-Zr-O,"{""Co"": 0.7235679925414983, ""In"": 0.23711393807718031, ""Zr"": 0.0393180693813214}",550,0.648111,0.58852,0.315445,0.272097,2.859862,
9,7,Co-In-Zr-O,"{""Co"": 0.7704059432752054, ""In"": 0.17190637943801657, ""Zr"": 0.05768767728677797}",550,0.595376,0.591444,0.363488,0.224257,2.867471,
9,8,Co-Mn-Zr-O,"{""Co"": 0.578430386647951, ""Mn"": 0.0756328415886, ""Zr"": 0.3459367717634491}",550,0.663159,0.744615,0.284032,0.117297,2.868099,
9,9,Co-Mn-Zr-O,"{""Co"": 0.6426467871931673, ""Mn"": 0.10214030047068694, ""Zr"": 0.25521291233614574}",0,0.693145,0.596404,0.260441,0.202973,2.871254,
9,10,Co-Mn-Zr-O,"{""Co"": 0.5593441321143529, ""Mn"": 0.12162723710551458, ""Zr"": 0.31902863078013255}",0,0.684634,0.66378,0.214725,0.145637,2.875888,
9,11,Al-Ni-Ti-O,"{'Ni': 0.90062, 'Al': 0.02009, 'Ti': 0.07928}",700,0.405201,0.787702,0.548983,0.554698,2.875888,
9,12,Co-Hf-Zr-O,"{""Co"": 0.9602649453036065, ""Hf"": 0.02850586374353717, ""Zr"": 0.011229190952856257}",400,0.411222,0.62687,0.672931,0.13626,2.879109,
9,13,Co-Hf-Zr-O,"{""Co"": 0.9544679253365075, ""Hf"": 0.03729647256231155, ""Zr"": 0.008235602101180992}",550,0.594558,0.630033,0.252153,0.073985,2.886499,
9,14,Co-Mn-Ti-O,"{'Co': 0.12817, 'Mn': 0.24061, 'Ti': 0.63122}",700,0.630478,1.0,0.201791,0.072147,2.886499,
9,15,Ag-Nb-Ni-O,"{""Ag"": 0.36615144380052805, ""Nb"": 0.1876834271100742, ""Ni"": 0.4461651290893977}",550,0.908875,0.830729,0.047348,0.193777,2.886499,
9,16,Co-In-Zr-O,"{""Co"": 0.5098063137054223, ""In"": 0.16765092751976104, ""Zr"": 0.32254275877481675}",0,0.705091,0.615734,0.226783,0.335628,2.886499,
9,17,Fe-In-Ni-O,"{""Fe"": 0.5940586163654169, ""In"": 0.09758628603384316, ""Ni"": 0.30835509760073987}",600,0.810142,1.0,0.148918,0.06038,2.886499,
9,18,Co-Hf-Zr-O,"{""Co"": 0.3953426336129493, ""Hf"": 0.17951004127763207, ""Zr"": 0.4251473251094187}",550,0.729392,0.930588,0.116652,0.067715,2.886499,
9,19,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",550,0.620527,0.633657,0.176862,0.072303,2.886695,
9,20,Co-Hf-Zr-O,"{""Co"": 0.6502290941944644, ""Hf"": 0.15214844225985744, ""Zr"": 0.1976224635456782}",400,0.707174,0.685995,0.111541,0.131136,2.886695,
9,21,Co-Hf-Zr-O,"{""Co"": 0.6089530033531373, ""Hf"": 0.1723457865015805, ""Zr"": 0.21870121014528227}",550,0.707663,0.710396,0.105669,0.056206,2.887341,
9,22,Co-In-Zr-O,"{""Co"": 0.5576634794912777, ""In"": 0.2722396662864981, ""Zr"": 0.17009685422222426}",550,0.623023,0.640053,0.216463,0.180076,2.887341,
9,23,Co-Mn-Zr-O,"{""Co"": 0.25582742124449365, ""Mn"": 0.09123576771568777, ""Zr"": 0.6529368110398186}",550,0.845663,1.0,0.084269,0.089154,2.887341,
9,24,Co-Mn-Ti-O,"{'Co': 0.69648, 'Mn': 0.04151, 'Ti': 0.26201}",550,0.68224,0.786523,0.142428,0.039716,2.887341,
9,25,Co-Hf-Zr-O,"{""Co"": 0.8939200041454616, ""Hf"": 0.086284815946529, ""Zr"": 0.019795179908009435}",400,0.62747,0.639651,0.184968,0.128307,2.887341,
9,26,Co-Nb-Zr-O,"{""Co"": 0.8777554733551486, ""Nb"": 0.0045708764337756835, ""Zr"": 0.11767365021107572}",0,0.610539,0.583794,0.196593,0.373082,2.887614,
9,27,Co-Mn-W-O,"{'Co': 0.9105751793838527, 'W': 0.059117187696824704, 'Mn': 0.0303076329193226}",0,0.699366,0.575003,0.212991,0.330253,2.888701,
9,28,Co-Ni-Zr-O,"{""Co"": 0.8379572252570472, ""Ni"": 0.01890374757346609, ""Zr"": 0.1431390271694868}",0,0.620839,0.575302,0.232019,0.643466,2.888701,
9,29,Co-Nb-Zr-O,"{""Co"": 0.9164051639468411, ""Nb"": 0.008361077724177775, ""Zr"": 0.07523375832898115}",0,0.594663,0.540049,0.283254,0.37965,2.890493,
9,30,Co-In-Zr-O,"{""Co"": 0.8592092488298554, ""In"": 0.09955721045309378, ""Zr"": 0.04123354071705073}",0,0.552273,0.534729,0.35401,0.446587,2.890493,
9,31,Co-Mn-W-O,"{'Co': 0.9021606195721154, 'W': 0.06395721039649707, 'Mn': 0.03388217003138761}",550,0.642954,0.640553,0.200783,0.239884,2.890493,
9,32,Co-Mn-Mo-O,"{'Mn': 0.1802275837885461, 'Co': 0.47963664436028147, 'Mo': 0.34013577185117244}",550,0.658219,0.743433,0.133574,0.03956,2.89061,
9,33,Al-Bi-Co-O,"{'Al': 0.04198, 'Co': 0.80084, 'Bi': 0.15718}",550,0.717255,0.87131,0.199568,0.081022,2.89061,
9,34,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",400,0.633795,0.666918,0.118941,0.140154,2.89061,
9,35,Co-Mn-W-O,"{'Co': 0.45500917861332757, 'W': 0.28930319956183415, 'Mn': 0.25568762182483834}",550,0.708628,0.811014,0.098715,0.139708,2.89061,
9,36,Co-Fe-Zr-O,"{""Co"": 0.3591181546351331, ""Fe"": 0.3884487989938751, ""Zr"": 0.2524330463709919}",550,0.773858,0.718509,0.092173,0.109394,2.89061,
9,37,Co-Sb-Zr-O,"{""Co"": 0.30577668114539597, ""Sb"": 0.09811169510621587, ""Zr"": 0.5961116237483881}",0,0.731233,0.79072,0.209955,0.34285,2.89061,
9,38,Co-Fe-Zr-O,"{""Co"": 0.22536013914677208, ""Fe"": 0.18548197118283685, ""Zr"": 0.5891578896703911}",550,0.794873,1.0,0.099653,0.064775,2.89061,
9,39,Co-Fe-Zr-O,"{""Co"": 0.583015454558586, ""Fe"": 0.3259978642023961, ""Zr"": 0.09098668123901785}",550,0.662119,0.668162,0.223641,0.102324,2.89061,
9,40,Co-In-Zr-O,"{""Co"": 0.7714518959042741, ""In"": 0.16777727175546636, ""Zr"": 0.0607708323402596}",550,0.605717,0.586416,0.268997,0.2292,2.890948,
