repeat,step,material_system,composition,anneal_T_C,actual_overpotential_V,actual_molar_change,hypervolume,n_remaining
7,34,Cr-Sb-V-O,"{""Cr"": 0.705166731237542, ""Sb"": 0.11011622763720127, ""V"": 0.18471704112525666}",550,0.99328,0.297083,2.450273,2254
7,35,Co-Ni-Ta-O,"{""Co"": 0.0947657623772618, ""Ni"": 0.8877339249466049, ""Ta"": 0.01750031267613339}",550,0.71015,0.732815,2.450273,2253
7,36,Fe-In-Ni-O,"{""Fe"": 0.07085481112089566, ""In"": 0.3941943089975017, ""Ni"": 0.5349508798816027}",600,0.956163,0.573381,2.450273,2252
7,37,Co-Hf-Zr-O,"{""Co"": 0.4439410441800648, ""Hf"": 0.121819320578055, ""Zr"": 0.43423963524188025}",550,0.856331,0.093633,2.450273,2251
7,38,Mn-Nb-Zn-O,"{'Mn': 0.01576685301861372, 'Nb': 0.9317294452168018, 'Zn': 0.05250370176458435}",550,10.703369,-0.004028,2.450273,2250
7,39,Al-Cu-Mo-O,"{'Al': 0.46517, 'Cu': 0.09876, 'Mo': 0.43607}",550,1.05614,0.031533,2.450273,2249
7,40,Mn-Nb-Sb-O,"{""Mn"": 0.5507390675443389, ""Nb"": 0.39517134651169455, ""Sb"": 0.0540895859439666}",0,0.990051,0.060561,2.450273,2248
7,41,Co-Ni-Pd-O,"{""Co"": 0.41777812910986883, ""Ni"": 0.1495313303579471, ""Pd"": 0.4326905405321841}",550,0.842424,0.036117,2.450273,2247
7,42,Bi-Co-Mo-O,"{'Bi': 0.40709, 'Mo': 0.12668, 'Co': 0.46624}",550,0.656976,0.497671,2.450273,2246
7,43,Co-Ni-Zr-O,"{""Co"": 0.22356512180740037, ""Ni"": 0.3485087235238342, ""Zr"": 0.4279261546687654}",0,0.714477,0.372213,2.450273,2245
7,44,Ni-Pd-Ta-O,"{""Ni"": 0.3720811057579513, ""Pd"": 0.21127685772912885, ""Ta"": 0.4166420365129198}",550,1.138366,0.063151,2.450273,2244
7,45,Co-Sb-Zr-O,"{""Co"": 0.09484886843656029, ""Sb"": 0.016447491727488443, ""Zr"": 0.8887036398359512}",550,1.509424,0.031702,2.450273,2243
7,46,Co-Mn-W-O,"{'Co': 0.4900337425931355, 'W': 0.26803930258027425, 'Mn': 0.24192695482659038}",550,0.727748,0.161434,2.450273,2242
7,47,Co-Mn-W-O,"{'Mn': 0.27802, 'W': 0.30967, 'Co': 0.41232}",550,1.181937,0.044405,2.450273,2241
7,48,Ag-Pb-W-O,"{'Pb': 0.71578, 'W': 0.0241, 'Ag': 0.26012}",0,0.777279,0.481257,2.450273,2240
7,49,Co-Nb-Zr-O,"{""Co"": 0.2117830740789125, ""Nb"": 0.4084654424320148, ""Zr"": 0.3797514834890727}",550,0.963173,0.038114,2.450273,2239
7,50,Ag-Pb-W-O,"{'Pb': 0.04792, 'W': 0.73663, 'Ag': 0.21544}",0,6.239566,0.596229,2.450273,2238
8,1,Co-In-Zr-O,"{""Co"": 0.05097666034415864, ""In"": 0.9137648696505204, ""Zr"": 0.03525847000532095}",0,0.987202,1.214143,1.74329,2287
8,2,Fe-Sb-W-O,"{""Fe"": 0.9431016190305831, ""Sb"": 0.05689838096941692, ""W"": 0.0}",550,1.162539,0.005212,1.74329,2286
8,3,Al-Cu-Mo-O,"{'Al': 0.11273, 'Cu': 0.74989, 'Mo': 0.13738}",700,10.733209,0.076071,1.74329,2285
8,4,Al-Cu-Mo-O,"{'Al': 0.28232, 'Cu': 0.47949, 'Mo': 0.23819}",700,0.97135,0.065812,1.74329,2284
8,5,Mn-Nb-Zn-O,"{'Mn': 0.07142004546374096, 'Nb': 0.8168892969256979, 'Zn': 0.11169065761056111}",550,1.394595,0.004447,1.74329,2283
8,6,Fe-Sb-W-O,"{""Fe"": 0.21590718845271598, ""Sb"": 0.0014066314239997203, ""W"": 0.7826861801232843}",550,1.384142,0.0933,1.74329,2282
8,7,Co-Fe-Zr-O,"{""Co"": 0.38849575461033364, ""Fe"": 0.193532929087723, ""Zr"": 0.4179713163019434}",0,0.649457,0.176821,2.17981,2281
8,8,Co-Mn-Nb-O,"{""Co"": 0.8153016459586394, ""Mn"": 0.14242445249418428, ""Nb"": 0.042273901547176404}",400,0.660113,0.140637,2.18308,2280
8,9,Ag-Ni-Sb-O,"{'Sb': 0.10371, 'Ni': 0.03831, 'Ag': 0.85797}",0,0.867119,1.137483,2.18308,2279
8,10,Ag-Ge-Hf-O,"{""Ag"": 0.5340977452740955, ""Ge"": 0.3336330618542866, ""Hf"": 0.13226919287161804}",550,0.873013,0.383304,2.18308,2278
8,11,Co-Ni-Pd-O,"{""Co"": 0.041183577795834786, ""Ni"": 0.0033916257973575104, ""Pd"": 0.9554247964068077}",0,0.456618,0.543545,3.280193,2277
8,12,Bi-Co-Mo-O,"{'Bi': 0.80564, 'Mo': 0.03793, 'Co': 0.15643}",0,1.041424,1.26819,3.280193,2276
8,13,Ag-Ni-Sb-O,"{'Sb': 0.25418, 'Ag': 0.3837, 'Ni': 0.36212}",550,0.881515,0.471181,3.280193,2275
8,14,Mn-Pd-Zn-O,"{""Mn"": 0.3983224459385518, ""Pd"": 0.3902568850026192, ""Zn"": 0.21142066905882895}",550,0.692111,0.287283,3.280193,2274
8,15,Co-In-Zr-O,"{""Co"": 0.7714518959042741, ""In"": 0.16777727175546636, ""Zr"": 0.0607708323402596}",550,0.586416,0.2292,3.30001,2273
8,16,Mn-Nb-Zn-O,"{'Mn': 0.27024001329237596, 'Nb': 0.6635310273901152, 'Zn': 0.06622895931750905}",700,0.96854,0.022926,3.30001,2272
8,17,Ge-In-Zr-O,"{""Ge"": 0.8970973568123429, ""In"": 0.0592672205155426, ""Zr"": 0.04363542267211461}",0,0.996152,0.944476,3.30001,2271
8,18,Fe-Ni-Ta-O,"{""Fe"": 0.4415885751899437, ""Ni"": 0.2845782239382262, ""Ta"": 0.27383320087183005}",400,0.886615,0.10045,3.30001,2270
8,19,Cr-Sb-V-O,"{""Cr"": 0.9158700273128397, ""Sb"": 0.03559369289399495, ""V"": 0.04853627979316542}",0,0.975392,0.697338,3.30001,2269
8,20,Al-Cu-Mo-O,"{'Al': 0.13268, 'Cu': 0.69009, 'Mo': 0.17724}",700,10.730429,0.052891,3.30001,2268
8,21,Bi-Ni-Zr-O,"{""Bi"": 0.1012807277926921, ""Ni"": 0.042186900450069925, ""Zr"": 0.856532371757238}",0,1.086826,0.030192,3.30001,2267
8,22,In-Mn-Pd-O,"{""In"": 0.33238572777481723, ""Mn"": 0.31711498462046817, ""Pd"": 0.3504992876047146}",550,0.747651,0.119754,3.300069,2266
8,23,Mn-Pd-Zn-O,"{""Mn"": 0.6470714457389513, ""Pd"": 0.14434532940821743, ""Zn"": 0.20858322485283123}",550,0.923317,0.390794,3.300069,2265
8,24,Nb-Ni-Ta-O,"{""Nb"": 0.11161698831983531, ""Ni"": 0.3641129163589651, ""Ta"": 0.5242700953211996}",550,1.120673,0.056086,3.300069,2264
8,25,Cr-Sb-V-O,"{""Cr"": 0.9075622192641907, ""Sb"": 0.02402177621243997, ""V"": 0.06841600452336934}",550,1.155834,0.667863,3.300069,2263
8,26,Al-Bi-Co-O,"{'Al': 0.15082, 'Co': 0.6301, 'Bi': 0.21907}",550,1.030398,0.047102,3.300069,2262
8,27,Al-Bi-Co-O,"{'Al': 0.42029, 'Co': 0.37282, 'Bi': 0.20688}",700,1.014971,0.043738,3.300069,2261
8,28,Bi-Co-Sb-O,"{'Sb': 0.00785, 'Bi': 0.69493, 'Co': 0.29722}",550,0.754917,0.371363,3.300069,2260
8,29,Mn-Nb-Zn-O,"{'Mn': 0.10305137710405644, 'Nb': 0.792207357769105, 'Zn': 0.10474126512683843}",700,1.133488,0.016553,3.300069,2259
8,30,Co-Fe-Zr-O,"{""Co"": 0.15445699330333673, ""Fe"": 0.18802436586175356, ""Zr"": 0.6575186408349099}",550,1.054091,0.047337,3.300069,2258
8,31,Al-Bi-Co-O,"{'Al': 0.3093, 'Co': 0.55554, 'Bi': 0.13516}",700,0.93904,0.0622,3.300069,2257
8,32,Bi-Ni-Zr-O,"{""Bi"": 0.8126666855308148, ""Ni"": 0.014252655489355294, ""Zr"": 0.17308065897982994}",550,2.510695,0.035929,3.300069,2256
8,33,Co-In-Zr-O,"{""Co"": 0.5576634794912777, ""In"": 0.2722396662864981, ""Zr"": 0.17009685422222426}",550,0.640053,0.180076,3.300531,2255
8,34,Co-Mn-W-O,"{'Co': 0.8825800418322484, 'W': 0.06724540647410117, 'Mn': 0.05017455169365035}",550,0.653291,0.221993,3.300531,2254
8,35,Co-In-Si-O,"{""Co"": 0.238867033366484, ""In"": 0.761132966633516}",550,1.068288,0.125997,3.300531,2253
8,36,Ni-Pd-Ta-O,"{""Ni"": 0.2047656809596275, ""Pd"": 0.13586229599241118, ""Ta"": 0.6593720230479614}",550,1.5958,0.019284,3.300531,2252
8,37,Mn-Nb-Sb-O,"{""Mn"": 0.1401148276024385, ""Nb"": 0.8260803818273507, ""Sb"": 0.033804790570210845}",550,1.774369,0.014789,3.300531,2251
8,38,Bi-Co-Mo-O,"{'Bi': 0.59477, 'Mo': 0.20039, 'Co': 0.20484}",550,0.815288,0.988169,3.300531,2250
8,39,Cr-Sb-V-O,"{""Cr"": 0.6844141236560437, ""Sb"": 0.22855022066615346, ""V"": 0.08703565567780285}",550,0.967025,0.275477,3.300531,2249
8,40,Al-Cu-Mo-O,"{'Al': 0.805, 'Cu': 0.14649, 'Mo': 0.04851}",550,1.077809,0.045591,3.300531,2248
8,41,Al-Ni-Ti-O,"{'Ni': 0.67953, 'Al': 0.08632, 'Ti': 0.23415}",550,0.865259,0.334024,3.300531,2247
8,42,Mn-Pd-Zn-O,"{""Mn"": 0.1720887447650615, ""Pd"": 0.6879327455857024, ""Zn"": 0.13997850964923608}",550,0.574538,0.122394,3.313981,2246
8,43,Ge-In-Zr-O,"{""Ge"": 0.5367589030868253, ""In"": 0.29214306436897425, ""Zr"": 0.17109803254420045}",0,1.004424,0.714516,3.313981,2245
8,44,Ni-Pd-Ta-O,"{""Ni"": 0.07894095125371102, ""Pd"": 0.5490135112431097, ""Ta"": 0.3720455375031793}",550,1.20314,0.027154,3.313981,2244
8,45,Mn-Nb-Sb-O,"{""Mn"": 0.705720230438422, ""Nb"": 0.2254778276707698, ""Sb"": 0.06880194189080815}",550,0.975603,0.013658,3.313981,2243
8,46,Ge-In-Zr-O,"{""Ge"": 0.11953890255497016, ""In"": 0.8403325554469872, ""Zr"": 0.040128541998042735}",550,1.057752,0.663613,3.313981,2242
8,47,Bi-Ni-Zr-O,"{""Bi"": 0.2822164718423572, ""Ni"": 0.660945274324143, ""Zr"": 0.05683825383349975}",550,0.781373,0.525165,3.313981,2241
8,48,Al-Ni-Ti-O,"{'Ni': 0.81939, 'Al': 0.07325, 'Ti': 0.10735}",550,0.79427,0.510769,3.313981,2240
8,49,Ni-Pd-Ta-O,"{""Ni"": 0.04413737062120079, ""Pd"": 0.6869342835874181, ""Ta"": 0.2689283457913811}",550,0.564769,-0.000331,3.34088,2239
8,50,Mn-Nb-Zn-O,"{'Mn': 0.02172098747146486, 'Nb': 0.8872328589767325, 'Zn': 0.09104615355180262}",700,1.712432,-0.040883,3.34088,2238
9,1,Al-Ni-Ti-O,"{'Ni': 0.07138, 'Al': 0.11501, 'Ti': 0.81361}",550,1.299986,0.028192,1.74329,2287
9,2,Co-Mo-Pd-O,"{""Co"": 0.10032989169254711, ""Mo"": 0.07425483425251889, ""Pd"": 0.8254152740549341}",550,0.648482,0.00982,2.202751,2286
9,3,Al-Ni-Ti-O,"{'Ni': 0.2745, 'Al': 0.19904, 'Ti': 0.52646}",550,0.920696,0.105144,2.202751,2285
9,4,Cr-Sb-V-O,"{""Cr"": 0.7699003762187953, ""Sb"": 0.03133134979371429, ""V"": 0.19876827398749042}",550,1.021823,0.318223,2.202751,2284
9,5,Co-Ni-Ta-O,"{""Co"": 0.5363643427304099, ""Ni"": 0.34224114485982865, ""Ta"": 0.12139451240976137}",550,0.657323,0.155672,2.202751,2283
9,6,Bi-Ni-Zr-O,"{""Bi"": 0.9420900621235075, ""Ni"": 0.008625066753708319, ""Zr"": 0.04928487112278415}",0,10.289881,0.798398,2.202751,2282
9,7,Co-Mo-Pd-O,"{""Co"": 0.2747066617156801, ""Mo"": 0.20563259766094466, ""Pd"": 0.5196607406233753}",550,0.644699,0.189805,2.22561,2281
9,8,Co-Fe-Zr-O,"{""Co"": 0.37959704951468604, ""Fe"": 0.5195760383762518, ""Zr"": 0.10082691210906218}",550,0.814384,0.182837,2.22561,2280
9,9,Ag-Ge-Hf-O,"{""Ag"": 0.07793562146429024, ""Ge"": 0.06741493403200992, ""Hf"": 0.8546494445036998}",550,1.362289,0.017747,2.22561,2279
9,10,Co-Sb-Zr-O,"{""Co"": 0.1042846952403609, ""Sb"": 0.008827747361584603, ""Zr"": 0.8868875573980544}",550,1.326697,0.036265,2.22561,2278
9,11,Al-Ni-Ti-O,"{'Ni': 0.20013, 'Al': 0.60121, 'Ti': 0.19866}",700,10.657551,-0.017184,2.22561,2277
9,12,Co-Sb-Zr-O,"{""Co"": 0.18289064818163236, ""Sb"": 0.008018671566822802, ""Zr"": 0.8090906802515448}",0,1.038205,0.736997,2.22561,2276
9,13,Co-Nb-Sn-O,"{'Co': 0.92463, 'Nb': 0.06517, 'Sn': 0.0102}",550,0.677109,0.026983,2.22561,2275
9,14,Co-Fe-Zr-O,"{""Co"": 0.8046047304002377, ""Fe"": 0.07636575230065604, ""Zr"": 0.11902951729910619}",0,0.556449,0.603857,2.722368,2274
9,15,Al-Bi-Co-O,"{'Al': 0.58734, 'Co': 0.38991, 'Bi': 0.02275}",550,1.129943,0.003139,2.722368,2273
9,16,Ag-Ge-Hf-O,"{""Ag"": 0.3530710791243802, ""Ge"": 0.29674787720455753, ""Hf"": 0.35018104367106234}",550,1.405066,0.280921,2.722368,2272
9,17,Co-Nb-Zr-O,"{""Co"": 0.12099212739894107, ""Nb"": 0.13082722075776715, ""Zr"": 0.7481806518432917}",550,1.043152,-0.001094,2.722368,2271
9,18,Bi-Ni-Zr-O,"{""Bi"": 0.22658704378266778, ""Ni"": 0.32933589952889997, ""Zr"": 0.4440770566884322}",0,0.937384,0.652117,2.722368,2270
9,19,Bi-Ni-Zr-O,"{""Bi"": 0.8656073880584397, ""Ni"": 0.04681754007397499, ""Zr"": 0.08757507186758529}",0,0.923944,1.55593,2.722368,2269
9,20,Al-Bi-Co-O,"{'Al': 0.57671, 'Co': 0.3772, 'Bi': 0.04609}",550,1.089475,0.016324,2.722368,2268
9,21,Ag-Nb-Ni-O,"{""Ag"": 0.955763107060053, ""Nb"": 0.0, ""Ni"": 0.044236892939946995}",550,2.764698,1.661275,2.722368,2267
9,22,Co-Mn-Ti-O,"{'Co': 0.58552, 'Mn': 0.15702, 'Ti': 0.25746}",550,0.752984,0.03345,2.722368,2266
9,23,Ag-Ni-Sb-O,"{'Sb': 0.24876, 'Ag': 0.67609, 'Ni': 0.07515}",550,0.820211,0.688965,2.722368,2265
9,24,Co-Mn-Zr-O,"{""Co"": 0.9043759324904563, ""Mn"": 0.08282655632260086, ""Zr"": 0.0127975111869428}",0,0.755619,0.09078,2.722368,2264
9,25,Ni-Pd-Ta-O,"{""Ni"": 0.2997070862446293, ""Pd"": 0.38618011791956186, ""Ta"": 0.3141127958358088}",550,0.804354,0.019809,2.722368,2263
9,26,Ag-Nb-Ni-O,"{""Ag"": 0.31170581607006853, ""Nb"": 0.6227337427452302, ""Ni"": 0.06556044118470135}",550,0.992518,0.057381,2.722368,2262
9,27,Ag-Nb-Ni-O,"{""Ag"": 0.4621743289756456, ""Nb"": 0.35209503315839924, ""Ni"": 0.18573063786595523}",550,0.870136,0.079023,2.722368,2261
9,28,Ag-Ni-Sb-O,"{'Sb': 0.01763, 'Ni': 0.17502, 'Ag': 0.80735}",0,0.934167,1.277797,2.722368,2260
9,29,Co-Mn-Ti-O,"{'Co': 0.59538, 'Mn': 0.27372, 'Ti': 0.1309}",550,0.871155,0.005378,2.722368,2259
9,30,Ag-Nb-Ni-O,"{""Ag"": 0.36615144380052805, ""Nb"": 0.1876834271100742, ""Ni"": 0.4461651290893977}",550,0.830729,0.193777,2.722368,2258
9,31,Bi-Co-Sb-O,"{'Sb': 0.0041, 'Bi': 0.94086, 'Co': 0.05504}",0,10.734386,1.123415,2.722368,2257
9,32,Co-Fe-Zr-O,"{""Co"": 0.5188461813356179, ""Fe"": 0.22038455414509953, ""Zr"": 0.2607692645192827}",550,0.748312,0.052013,2.722368,2256
9,33,Co-Mo-Pd-O,"{""Co"": 0.5188707759116159, ""Mo"": 0.22212737511370553, ""Pd"": 0.25900184897467854}",550,0.62488,0.223368,2.729909,2255
9,34,Al-Cu-Mo-O,"{'Al': 0.26193, 'Cu': 0.22243, 'Mo': 0.51564}",550,1.115311,0.094922,2.729909,2254
9,35,Fe-In-Ni-O,"{""Fe"": 0.06768493657655522, ""In"": 0.6437460731298329, ""Ni"": 0.28856899029361194}",500,0.977406,0.597663,2.729909,2253
9,36,Al-Ni-Ti-O,"{'Ni': 0.17741, 'Al': 0.50466, 'Ti': 0.31793}",700,1.118346,0.006145,2.729909,2252
9,37,Ni-Pd-Ta-O,"{""Ni"": 0.2572176187727891, ""Pd"": 0.508789319463049, ""Ta"": 0.23399306176416199}",0,0.737123,0.149107,2.729909,2251
9,38,Co-Ni-Pd-O,"{""Co"": 0.034186777338562194, ""Ni"": 0.003876776377088735, ""Pd"": 0.9619364462843492}",550,0.928593,-0.069154,2.731117,2250
9,39,Ge-In-Zr-O,"{""Ge"": 0.6129862071225693, ""In"": 0.2306649915507479, ""Zr"": 0.15634880132668277}",0,0.978366,0.707684,2.731117,2249
9,40,Co-Mo-Pd-O,"{""Co"": 0.13701578586074648, ""Mo"": 0.09056728228019642, ""Pd"": 0.7724169318590571}",550,0.677782,0.038068,2.731117,2248
9,41,Mn-Ni-Pd-O,"{""Mn"": 0.2947188441642541, ""Ni"": 0.252857856860546, ""Pd"": 0.4524232989752}",550,0.59563,0.047759,2.7514,2247
9,42,Co-Mn-Mo-O,"{'Mn': 0.25312, 'Co': 0.53228, 'Mo': 0.2146}",550,0.726509,0.097727,2.7514,2246
9,43,Al-Cu-Mo-O,"{'Al': 0.38924, 'Cu': 0.40399, 'Mo': 0.20677}",700,0.992306,0.044961,2.7514,2245
9,44,Mn-Nb-Sb-O,"{""Mn"": 0.48499682827587814, ""Nb"": 0.44683144882111986, ""Sb"": 0.0681717229030019}",0,1.014171,0.08256,2.7514,2244
9,45,Co-Ni-Zr-O,"{""Co"": 0.08928280573153277, ""Ni"": 0.13232658395842958, ""Zr"": 0.7783906103100378}",0,0.983909,0.974055,2.7514,2243
9,46,Co-Mn-Mo-O,"{'Mn': 0.451, 'Co': 0.27596, 'Mo': 0.27304}",550,0.75337,0.077768,2.7514,2242
9,47,Co-Ni-Pd-O,"{""Co"": 0.023424670306801964, ""Ni"": 0.002467217132874793, ""Pd"": 0.9741081125603234}",550,1.106269,0.034582,2.7514,2241
9,48,Fe-Sb-W-O,"{""Fe"": 0.9005492582973491, ""Sb"": 0.09945074170265093, ""W"": 0.0}",550,0.978993,0.00796,2.7514,2240
9,49,Co-Sb-Zr-O,"{""Co"": 0.3048780034409307, ""Sb"": 0.15700363000351497, ""Zr"": 0.5381183665555543}",0,0.835963,0.317085,2.7514,2239
9,50,Al-Ni-Ti-O,"{'Ni': 0.10007, 'Al': 0.15963, 'Ti': 0.7403}",550,1.023548,0.042672,2.7514,2238
10,1,Co-Ni-Ta-O,"{""Co"": 0.10308451847575761, ""Ni"": 0.5705049519285561, ""Ta"": 0.3264105295956863}",550,0.773488,0.177072,1.74329,2287
10,2,Co-In-Zr-O,"{""Co"": 0.4663319927690962, ""In"": 0.2662479719782659, ""Zr"": 0.26742003525263797}",550,0.7088,0.085315,1.824241,2286
10,3,Nb-Ni-Ta-O,"{""Nb"": 0.06381943179610468, ""Ni"": 0.8105529831689556, ""Ta"": 0.12562758503493962}",550,0.713069,0.849084,1.824241,2285
10,4,Ag-Ge-Hf-O,"{""Ag"": 0.8889489936558213, ""Ge"": 0.0356477142057993, ""Hf"": 0.07540329213837943}",550,0.884244,0.618204,1.824241,2284
10,5,Co-In-Si-O,"{""Co"": 0.5641592223903698, ""In"": 0.4358407776096303}",550,7.925799,0.005482,1.824241,2283
10,6,Al-Ni-Ti-O,"{'Ni': 0.55805, 'Al': 0.23319, 'Ti': 0.20876}",550,0.898698,0.182251,1.824241,2282
10,7,Al-Cu-Mo-O,"{'Al': 0.7218762967322483, 'Cu': 0.20516086178073248, 'Mo': 0.07296284148701927}",700,0.944919,0.004274,1.824241,2281
10,8,Co-Mn-Ti-O,"{'Co': 0.28258, 'Mn': 0.49603, 'Ti': 0.22139}",700,0.954576,0.146663,1.824241,2280
10,9,Mn-Pd-Zn-O,"{""Mn"": 0.08702318299044716, ""Pd"": 0.2757330039596668, ""Zn"": 0.6372438130498861}",550,0.620231,0.632564,2.320254,2279
10,10,Al-Ni-Ti-O,"{'Ni': 0.66361, 'Al': 0.13296, 'Ti': 0.20343}",700,0.929768,0.189642,2.320254,2278
10,11,Bi-Co-Mo-O,"{'Bi': 0.10444, 'Mo': 0.58808, 'Co': 0.30747}",0,1.008524,0.398835,2.320254,2277
10,12,Mn-Nb-Zn-O,"{'Mn': 0.12958404376101418, 'Nb': 0.7492385337780161, 'Zn': 0.12117742246096967}",550,0.980606,0.008154,2.320254,2276
10,13,Co-Mn-W-O,"{'Co': 0.6207910126852413, 'W': 0.13943884767766954, 'Mn': 0.239770139637089}",0,0.659191,0.589784,2.322377,2275
10,14,Ag-Nb-Ni-O,"{""Ag"": 0.8414292084822211, ""Nb"": 0.06957197359619385, ""Ni"": 0.08899881792158505}",550,1.095892,0.873013,2.322377,2274
10,15,Co-Nb-Zr-O,"{""Co"": 0.3486243910308095, ""Nb"": 0.0, ""Zr"": 0.6513756089691906}",550,0.782305,0.036132,2.322377,2273
10,16,Mn-Pd-Zn-O,"{""Mn"": 0.0361211644589684, ""Pd"": 0.9294179146764211, ""Zn"": 0.034460920864610466}",550,0.575991,0.019029,2.652254,2272
10,17,Nb-Ni-Ta-O,"{""Nb"": 0.11161698831983531, ""Ni"": 0.3641129163589651, ""Ta"": 0.5242700953211996}",550,1.120673,0.056086,2.652254,2271
10,18,Co-Hf-Zr-O,"{""Co"": 0.6502290941944644, ""Hf"": 0.15214844225985744, ""Zr"": 0.1976224635456782}",400,0.685995,0.131136,2.652254,2270
10,19,Ag-Ge-Hf-O,"{""Ag"": 0.8695806319745786, ""Ge"": 0.07332500006516146, ""Hf"": 0.057094367960259886}",550,0.817468,0.541135,2.652254,2269
10,20,Mn-Nb-Sb-O,"{""Mn"": 0.8342765211081656, ""Nb"": 0.15798318071094872, ""Sb"": 0.007740298180885644}",0,0.804577,0.066216,2.652254,2268
10,21,Mn-Nb-Zn-O,"{'Mn': 0.03334204535936222, 'Nb': 0.7158137264921243, 'Zn': 0.25084422814851337}",700,0.997475,0.000456,2.652254,2267
10,22,Bi-Ni-Zr-O,"{""Bi"": 0.6750601190260104, ""Ni"": 0.23103655992606917, ""Zr"": 0.09390332104792046}",550,1.189433,0.095428,2.652254,2266
10,23,Co-Nb-Zr-O,"{""Co"": 0.1394005114952281, ""Nb"": 0.6652762551631001, ""Zr"": 0.19532323334167193}",550,1.230285,0.014662,2.652254,2265
10,24,Co-Ni-Pd-O,"{""Co"": 0.03220864466323094, ""Ni"": 0.005054323140198957, ""Pd"": 0.96273703219657}",550,1.006575,0.082655,2.652254,2264
10,25,Co-Hf-Mn-O,"{""Co"": 0.6921918452263258, ""Hf"": 0.15534202411878736, ""Mn"": 0.15246613065488684}",0,0.631651,0.155526,2.652254,2263
10,26,Bi-Co-Sb-O,"{'Sb': 0.18245, 'Bi': 0.76536, 'Co': 0.05219}",0,0.99113,0.705515,2.652254,2262
10,27,Cr-Sb-V-O,"{""Cr"": 0.9158700273128397, ""Sb"": 0.03559369289399495, ""V"": 0.04853627979316542}",0,0.975392,0.697338,2.652254,2261
10,28,Fe-In-Ni-O,"{""Fe"": 0.09030753793498628, ""In"": 0.5130456266428948, ""Ni"": 0.39664683542211887}",600,0.949354,0.491403,2.652254,2260
10,29,Ni-Sb-W-O,"{""Ni"": 0.014016430235361636, ""Sb"": 0.0015761867603048354, ""W"": 0.9844073830043336}",550,0.995054,0.206808,2.652254,2259
10,30,Al-Cu-Mo-O,"{'Al': 0.81929, 'Cu': 0.0605, 'Mo': 0.12021}",550,1.371602,0.006678,2.652254,2258
10,31,Co-Nb-Sn-O,"{'Co': 0.7479, 'Nb': 0.21085, 'Sn': 0.04125}",550,0.763393,-0.002392,2.652254,2257
10,32,Co-Nb-Sn-O,"{'Co': 0.6009081723843827, 'Nb': 0.25259301325081934, 'Sn': 0.14649881436479797}",700,0.802599,-0.0454,2.652254,2256
10,33,Co-Mn-W-O,"{'Co': 0.17141, 'W': 0.70278, 'Mn': 0.12581}",550,1.153403,-0.063693,2.652254,2255
10,34,Ni-Pd-Ta-O,"{""Ni"": 0.2400896335397617, ""Pd"": 0.7025565124501356, ""Ta"": 0.057353854010102706}",550,0.610107,0.008389,2.653748,2254
10,35,Co-Mn-Mo-O,"{'Mn': 0.5074, 'Co': 0.22654, 'Mo': 0.26606}",550,0.771577,0.082667,2.653748,2253
10,36,Co-Nb-Sn-O,"{'Co': 0.82048, 'Nb': 0.13879, 'Sn': 0.04073}",550,0.73988,0.014332,2.653748,2252
10,37,Fe-In-Ni-O,"{""Fe"": 0.39846876202897263, ""In"": 0.14374687103116152, ""Ni"": 0.4577843669398658}",500,0.963395,0.308406,2.653748,2251
10,38,Co-Fe-Zr-O,"{""Co"": 0.267520693726514, ""Fe"": 0.6033191358382478, ""Zr"": 0.12916017043523817}",0,0.916969,0.29838,2.653748,2250
10,39,Al-Cu-Mo-O,"{'Al': 0.7488736789913588, 'Cu': 0.09187148485045186, 'Mo': 0.15925483615818936}",550,1.066638,0.073251,2.653748,2249
10,40,Al-Bi-Co-O,"{'Al': 0.1549, 'Co': 0.30732, 'Bi': 0.53777}",550,10.673683,0.015804,2.653748,2248
10,41,Co-Hf-Mn-O,"{""Co"": 0.3263345650175487, ""Hf"": 0.30293459300619546, ""Mn"": 0.3707308419762558}",550,0.893774,0.133119,2.653748,2247
10,42,Al-Bi-Co-O,"{'Al': 0.03479, 'Co': 0.12213, 'Bi': 0.84307}",550,10.712732,0.251384,2.653748,2246
10,43,Bi-Co-Mo-O,"{'Bi': 0.6094, 'Mo': 0.30109, 'Co': 0.08951}",550,0.946151,0.760117,2.653748,2245
10,44,Ag-Ge-Hf-O,"{""Ag"": 0.1883632723776526, ""Ge"": 0.747514728694996, ""Hf"": 0.06412199892735136}",550,0.886692,0.528593,2.653748,2244
10,45,Co-Mn-W-O,"{'Co': 0.5592593097801806, 'Mn': 0.04028136795379153, 'W': 0.40045932226602793}",550,1.071153,0.091545,2.653748,2243
10,46,Co-Nb-Sn-O,"{'Co': 0.70247, 'Nb': 0.2228, 'Sn': 0.07473}",550,0.822719,0.006849,2.653748,2242
10,47,Co-Ni-Zr-O,"{""Co"": 0.08928280573153277, ""Ni"": 0.13232658395842958, ""Zr"": 0.7783906103100378}",0,0.983909,0.974055,2.653748,2241
10,48,Co-Sb-Zr-O,"{""Co"": 0.0772879612988767, ""Sb"": 0.027007007168055545, ""Zr"": 0.8957050315330678}",0,0.984757,0.019318,2.653748,2240
10,49,Ag-Nb-Ni-O,"{""Ag"": 0.19521779350264606, ""Nb"": 0.7495735880319685, ""Ni"": 0.05520861846538541}",550,0.945967,0.042986,2.653748,2239
