repeat,step,material_system,composition,anneal_T_C,predicted_overpotential_V,actual_overpotential_V,predicted_molar_change,actual_molar_change,hypervolume
6,49,Mn-Nb-Sb-O,"{""Mn"": 0.33532453980771654, ""Nb"": 0.6598032137317769, ""Sb"": 0.004872246460506645}",0,1.201433,1.062075,0.044545,0.029621,2.799535
6,50,In-Mn-Pd-O,"{""In"": 0.0502959325660693, ""Mn"": 0.5788076606219809, ""Pd"": 0.3708964068119499}",550,0.689382,0.522018,0.090236,0.123232,2.989263
7,1,Co-In-Si-O,"{""Co"": 0.4169115551184158, ""In"": 0.5830884448815842}",0,4.201978,1.107384,0.009536,0.113286,1.74329
7,2,Fe-Sb-W-O,"{""Fe"": 0.053281706630836645, ""Sb"": 0.0030477721923588526, ""W"": 0.9436705211768045}",550,2.113207,1.027596,0.056471,-0.024967,1.74329
7,3,Bi-Ni-Zr-O,"{""Bi"": 0.799487266475573, ""Ni"": 0.16984006981189786, ""Zr"": 0.030672663712529222}",550,2.564032,1.718231,0.014214,0.026602,1.74329
7,4,Ag-Ni-Sb-O,"{'Sb': 0.00371, 'Ag': 0.82426, 'Ni': 0.17203}",550,2.102562,5.478394,0.019151,1.011823,1.74329
7,5,Mn-Ni-Pd-O,"{""Mn"": 0.04260347552650108, ""Ni"": 0.17298846507715393, ""Pd"": 0.7844080593963451}",550,3.003117,0.606701,0.06746,0.057486,2.455901
7,6,Co-Ni-Ta-O,"{""Co"": 0.28278907660766045, ""Ni"": 0.18636657971063122, ""Ta"": 0.5308443436817083}",550,2.413508,1.199792,0.075537,0.011212,2.455901
7,7,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",550,1.896468,2.687193,0.00092,0.022534,2.455901
7,8,Ni-Sb-W-O,"{""Ni"": 0.18677572652769497, ""Sb"": 0.3300330720595656, ""W"": 0.4831912014127395}",550,3.112739,1.192292,0.325303,0.010524,2.455901
7,9,Co-Nb-Sn-O,"{'Co': 0.477187604600918, 'Nb': 0.3282476046265705, 'Sn': 0.1945647907725116}",550,1.994067,0.839877,0.029247,0.04253,2.455901
7,10,Co-Ni-Pd-O,"{""Co"": 0.333282453406405, ""Ni"": 0.1772458899500927, ""Pd"": 0.4894716566435023}",0,1.357305,0.668617,0.065304,0.144135,2.455901
7,11,Cr-Sb-V-O,"{""Cr"": 0.8527202460341154, ""Sb"": 0.055532323518980256, ""V"": 0.09174743044690427}",550,2.062278,1.048493,0.138473,0.438407,2.455901
7,12,Cr-Sb-V-O,"{""Cr"": 0.29149315739128784, ""Sb"": 0.2106104742190149, ""V"": 0.49789636838969725}",550,1.529221,0.940601,0.199767,0.188664,2.455901
7,13,Co-Nb-Sn-O,"{'Co': 0.2988844603210729, 'Nb': 0.5262393703499926, 'Sn': 0.17487616932893457}",550,1.790555,0.931565,0.039482,0.017941,2.455901
7,14,Ag-Nb-Ni-O,"{""Ag"": 0.8118962085566067, ""Nb"": 0.0, ""Ni"": 0.18810379144339326}",550,3.112153,1.140515,0.636348,0.977292,2.455901
7,15,Ni-Pd-Ta-O,"{""Ni"": 0.17250256341319753, ""Pd"": 0.7453462175669912, ""Ta"": 0.08215121901981129}",550,0.981052,0.553072,0.052393,0.029141,2.792671
7,16,Ag-Nb-Ni-O,"{""Ag"": 0.3394320950591408, ""Nb"": 0.5338607924508958, ""Ni"": 0.12670711248996333}",0,2.270929,0.955376,0.042984,0.609831,2.792671
7,17,Fe-In-Ni-O,"{""Fe"": 0.25174255451010236, ""In"": 0.5751397247339671, ""Ni"": 0.17311772075593046}",600,1.291112,0.975379,0.042884,0.361937,2.792671
7,18,Ag-Ni-Sb-O,"{'Sb': 0.02734, 'Ni': 0.47502, 'Ag': 0.49764}",0,1.69277,0.938653,0.834187,0.803575,2.792671
7,19,Ag-Ge-Hf-O,"{""Ag"": 0.7546291106754801, ""Ge"": 0.13617922887854522, ""Hf"": 0.10919166044597475}",550,2.435705,1.023496,0.919454,0.373846,2.792671
7,20,Ag-Ge-Hf-O,"{""Ag"": 0.7069139004905907, ""Ge"": 0.13593566510743485, ""Hf"": 0.1571504344019745}",550,1.565294,0.846245,0.541299,0.326377,2.792671
7,21,Mn-Nb-Sb-O,"{""Mn"": 0.4571303249755999, ""Nb"": 0.5372933543813965, ""Sb"": 0.005576320643003576}",550,2.048418,1.079744,0.048492,0.100406,2.792671
7,22,Co-Nb-Zr-O,"{""Co"": 0.41243857811462126, ""Nb"": 0.4920114181691707, ""Zr"": 0.09555000371620806}",550,1.869165,1.323499,0.041899,0.039128,2.792671
7,23,Ag-Ge-Hf-O,"{""Ag"": 0.7720229898496914, ""Ge"": 0.10202200969030846, ""Hf"": 0.12595500046000022}",550,1.491719,0.812354,0.458722,0.410987,2.792671
7,24,Ag-Ni-Sb-O,"{'Sb': 0.01763, 'Ni': 0.17502, 'Ag': 0.80735}",0,2.396558,0.934167,0.931389,1.277797,2.792671
7,25,Ag-Nb-Ni-O,"{""Ag"": 0.273455113443174, ""Nb"": 0.49978854071497336, ""Ni"": 0.2267563458418527}",550,1.495656,0.905862,0.518108,0.069315,2.792671
7,26,Co-Nb-Sn-O,"{'Co': 0.3060887525075652, 'Nb': 0.5263746929651044, 'Sn': 0.16753655452733046}",550,1.244599,0.859638,0.025174,-0.026468,2.792671
7,27,Ag-Nb-Ni-O,"{""Ag"": 0.8061988799330964, ""Nb"": 0.010393134743028807, ""Ni"": 0.18340798532387492}",550,1.580851,0.877795,0.994553,1.019941,2.792671
7,28,Ag-Ni-Sb-O,"{'Sb': 0.0485, 'Ni': 0.02209, 'Ag': 0.92941}",0,3.922388,0.902151,0.953362,1.453498,2.792671
7,29,Ag-Ni-Sb-O,"{'Sb': 0.00196, 'Ni': 0.01629, 'Ag': 0.98175}",0,2.659497,0.868744,1.148855,3.942771,2.792671
7,30,Ag-Ni-Sb-O,"{'Sb': 0.00193, 'Ag': 0.96802, 'Ni': 0.03005}",550,2.36898,1.502375,2.719652,2.882332,2.792671
7,31,Ag-Nb-Ni-O,"{""Ag"": 0.8623499636577189, ""Nb"": 0.04172184056655632, ""Ni"": 0.09592819577572473}",550,2.528079,1.266063,1.029605,0.971529,2.792671
7,32,Ni-Sb-W-O,"{""Ni"": 0.4655858807373185, ""Sb"": 0.0071687289580577756, ""W"": 0.5272453903046238}",550,1.246439,0.842348,0.118102,1.257409,2.792671
7,33,Ag-Pb-W-O,"{'Ag': 0.82658, 'Pb': 0.07894, 'W': 0.09448}",0,2.50212,0.735488,1.096294,5.27383,2.792671
7,34,Mn-Nb-Sb-O,"{""Mn"": 0.900271987198932, ""Nb"": 0.09523116772789927, ""Sb"": 0.0044968450731686935}",0,1.462071,0.790855,0.21538,0.032809,2.792671
7,35,Ni-Sb-W-O,"{""Ni"": 0.023842448469445755, ""Sb"": 0.0036192349327305545, ""W"": 0.9725383165978236}",0,1.325477,6.035607,0.333456,3.32458,2.792671
7,36,Fe-Sb-W-O,"{'Sb': 0.007003621633878622, 'W': 0.7379822229574, 'Fe': 0.25501415540872135}",0,1.651337,0.962026,0.888357,0.104899,2.792671
7,37,Fe-Sb-W-O,"{""Fe"": 0.04670296948646836, ""Sb"": 0.0011347993137872654, ""W"": 0.9521622311997443}",550,2.405944,1.042849,0.969029,0.027377,2.792671
7,38,Fe-Sb-W-O,"{'Sb': 0.016817723136900834, 'W': 0.916062585505748, 'Fe': 0.06711969135735119}",0,1.590201,0.939649,0.699732,0.029534,2.792671
7,39,Fe-Sb-W-O,"{""Fe"": 0.05215017144896535, ""Sb"": 0.0017975264837702897, ""W"": 0.9460523020672643}",550,1.581596,0.961172,0.426609,0.102277,2.792671
7,40,Ni-Sb-W-O,"{""Ni"": 0.13258685312680504, ""Sb"": 0.017583582807087404, ""W"": 0.8498295640661075}",0,1.199207,0.948427,0.294061,2.221834,2.792671
7,41,Fe-Sb-W-O,"{""Fe"": 0.039431433685793, ""Sb"": 0.0, ""W"": 0.9605685663142071}",550,2.02988,0.975495,0.465896,0.049258,2.792671
7,42,Ni-Sb-W-O,"{""Ni"": 0.030896680811958503, ""Sb"": 0.006145901916127215, ""W"": 0.9629574172719142}",0,2.138708,6.073411,1.126084,3.352451,2.792671
7,43,Ag-Ni-Sb-O,"{'Sb': 0.10371, 'Ni': 0.03831, 'Ag': 0.85797}",0,1.576804,0.867119,1.665687,1.137483,2.792671
7,44,Ag-Nb-Ni-O,"{""Ag"": 0.3852342951542162, ""Nb"": 0.46379678931184437, ""Ni"": 0.15096891553393943}",550,1.318787,0.852442,0.386253,0.085078,2.792671
7,45,Ag-Ni-Sb-O,"{'Sb': 0.00727, 'Ag': 0.87451, 'Ni': 0.11821}",550,1.742652,5.483217,1.343354,1.332431,2.792671
7,46,Ag-Ni-Sb-O,"{'Sb': 0.00321, 'Ni': 0.08877, 'Ag': 0.90803}",0,2.352167,0.943786,1.563852,1.704336,2.792671
7,47,Ag-Nb-Ni-O,"{""Ag"": 0.8353126126269546, ""Nb"": 0.0, ""Ni"": 0.16468738737304547}",550,3.02261,1.082448,1.196753,1.055035,2.792671
7,48,Fe-Sb-W-O,"{""Fe"": 0.9902852139523443, ""Sb"": 0.009714786047655731, ""W"": 0.0}",550,1.226825,0.804062,0.386418,0.023086,2.792671
7,49,Ag-Ni-Sb-O,"{'Sb': 0.14028, 'Ag': 0.82375, 'Ni': 0.03597}",550,1.953818,0.821058,1.114534,0.524219,2.792671
7,50,Ag-Ni-Sb-O,"{'Sb': 0.07296, 'Ni': 0.03392, 'Ag': 0.89312}",0,1.661638,0.899945,1.624166,1.34525,2.792671
8,1,Co-In-Si-O,"{""Co"": 0.4169115551184158, ""In"": 0.5830884448815842}",0,2.817805,1.107384,0.011477,0.113286,1.74329
8,2,Fe-Sb-W-O,"{""Fe"": 0.053281706630836645, ""Sb"": 0.0030477721923588526, ""W"": 0.9436705211768045}",550,2.01208,1.027596,0.049875,-0.024967,1.74329
8,3,Bi-Ni-Zr-O,"{""Bi"": 0.799487266475573, ""Ni"": 0.16984006981189786, ""Zr"": 0.030672663712529222}",550,2.427081,1.718231,0.014786,0.026602,1.74329
8,4,Ag-Ni-Sb-O,"{'Sb': 0.00371, 'Ag': 0.82426, 'Ni': 0.17203}",550,2.207497,5.478394,0.019608,1.011823,1.74329
8,5,Mn-Ni-Pd-O,"{""Mn"": 0.04260347552650108, ""Ni"": 0.17298846507715393, ""Pd"": 0.7844080593963451}",550,2.573561,0.606701,0.05152,0.057486,2.455901
8,6,Co-Ni-Ta-O,"{""Co"": 0.28278907660766045, ""Ni"": 0.18636657971063122, ""Ta"": 0.5308443436817083}",550,2.264964,1.199792,0.045214,0.011212,2.455901
8,7,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",550,1.787502,2.687193,-0.001247,0.022534,2.455901
8,8,Ni-Sb-W-O,"{""Ni"": 0.18677572652769497, ""Sb"": 0.3300330720595656, ""W"": 0.4831912014127395}",550,3.117777,1.192292,0.383643,0.010524,2.455901
8,9,Co-Nb-Sn-O,"{'Co': 0.477187604600918, 'Nb': 0.3282476046265705, 'Sn': 0.1945647907725116}",550,2.017617,0.839877,0.016194,0.04253,2.455901
8,10,Ag-Nb-Ni-O,"{""Ag"": 0.4670287413656379, ""Nb"": 0.022546410862005754, ""Ni"": 0.5104248477723563}",550,1.959547,0.711607,0.603988,0.420491,2.455901
8,11,Ag-Ni-Sb-O,"{'Sb': 0.00747, 'Ni': 0.70937, 'Ag': 0.28317}",0,1.279767,0.934184,0.419649,0.972372,2.455901
8,12,Fe-Sb-W-O,"{""Fe"": 0.9906945822095533, ""Sb"": 0.00930541779044675, ""W"": 0.0}",550,2.0085,0.852106,0.127564,0.013794,2.455901
8,13,Fe-Sb-W-O,"{""Fe"": 0.990482101966908, ""Sb"": 0.009517898033091911, ""W"": 0.0}",550,1.421771,10.663368,0.053105,-0.003998,2.455901
8,14,Cr-Sb-V-O,"{""Cr"": 0.288095582648322, ""Sb"": 0.5830731160253857, ""V"": 0.1288313013262922}",550,5.202774,1.032866,0.018437,0.018086,2.455901
8,15,Fe-In-Ni-O,"{""Fe"": 0.6194481401477384, ""In"": 0.17252046433026383, ""Ni"": 0.2080313955219977}",500,2.991387,0.941756,0.010962,0.277487,2.455901
8,16,Mn-Nb-Sb-O,"{""Mn"": 0.7651615762589331, ""Nb"": 0.0021452307322090618, ""Sb"": 0.23269319300885785}",550,3.281538,0.779679,0.02696,-0.005355,2.455901
8,17,Ni-Sb-W-O,"{""Ni"": 0.019245988071356582, ""Sb"": 0.046337668349641085, ""W"": 0.9344163435790024}",0,2.004299,6.32158,0.061475,1.69239,2.455901
8,18,Fe-Sb-W-O,"{""Fe"": 0.9946650223602168, ""Sb"": 0.005334977639783133, ""W"": 0.0}",550,2.889302,0.964136,0.055776,0.011988,2.455901
8,19,Bi-Co-Sb-O,"{'Sb': 0.36617, 'Bi': 0.26668, 'Co': 0.36714}",550,2.803677,0.928998,0.084353,0.318233,2.455901
8,20,Cr-Sb-V-O,"{""Cr"": 0.8091870702024487, ""Sb"": 0.03719301513066583, ""V"": 0.15361991466688554}",550,3.606581,1.058927,0.024938,0.364062,2.455901
8,21,Bi-Co-Sb-O,"{'Sb': 0.02054, 'Bi': 0.9323, 'Co': 0.04716}",550,2.825115,0.905429,0.074103,0.560047,2.455901
8,22,Co-Fe-Zr-O,"{""Co"": 0.26340363881616297, ""Fe"": 0.5736557506523206, ""Zr"": 0.1629406105315164}",550,2.747014,0.723161,0.069134,0.331319,2.455901
8,23,Bi-Co-Sb-O,"{'Sb': 0.01396, 'Bi': 0.28797, 'Co': 0.69807}",550,1.672524,0.671417,0.174797,0.073066,2.455901
8,24,Fe-Sb-W-O,"{""Fe"": 0.8215729162128268, ""Sb"": 0.004602128377021712, ""W"": 0.17382495541015155}",550,4.231959,1.029806,0.020101,0.01267,2.455901
8,25,Fe-Sb-W-O,"{""Fe"": 0.9005492582973491, ""Sb"": 0.09945074170265093, ""W"": 0.0}",550,3.49534,0.978993,0.075923,0.00796,2.455901
8,26,Bi-Co-Sb-O,"{'Sb': 0.06696, 'Bi': 0.31415, 'Co': 0.61889}",0,1.74331,0.969012,0.553059,0.372324,2.455901
8,27,Fe-Sb-W-O,"{""Fe"": 0.9259801424794529, ""Sb"": 0.0740198575205471, ""W"": 0.0}",550,3.002611,0.943853,0.031904,0.011159,2.455901
8,28,Fe-Sb-W-O,"{""Fe"": 0.9431016190305831, ""Sb"": 0.05689838096941692, ""W"": 0.0}",550,1.919968,1.162539,0.023477,0.005212,2.455901
8,29,Co-Mn-W-O,"{'Co': 0.2451640640669427, 'W': 0.7005958744307521, 'Mn': 0.0542400615023051}",0,2.2976,1.199338,0.56697,4.186835,2.455901
8,30,Fe-Sb-W-O,"{""Fe"": 0.9631081382629915, ""Sb"": 0.03689186173700846, ""W"": 0.0}",550,3.487963,10.664876,0.014997,0.004011,2.455901
8,31,Fe-Sb-W-O,"{""Fe"": 0.9981514146217608, ""Sb"": 0.0018485853782392084, ""W"": 0.0}",550,1.718533,0.776851,0.016012,0.042862,2.455901
8,32,Fe-Sb-W-O,"{""Fe"": 0.9928608693983012, ""Sb"": 0.007139130601698801, ""W"": 0.0}",550,1.31811,0.90127,0.012679,0.020283,2.455901
8,33,Cr-Sb-V-O,"{""Cr"": 0.184539564988142, ""Sb"": 0.03673380920888922, ""V"": 0.7787266258029687}",550,1.470926,0.973956,0.126904,0.285153,2.455901
8,34,Co-Sb-Zr-O,"{""Co"": 0.10198000195419335, ""Sb"": 0.041474228082953715, ""Zr"": 0.856545769962853}",0,1.714839,0.946098,0.509673,0.002767,2.455901
8,35,Fe-Sb-W-O,"{""Fe"": 0.03116368802321719, ""Sb"": 0.0006723039262084057, ""W"": 0.9681640080505743}",550,2.369014,1.03321,1.123196,0.09848,2.455901
8,36,Fe-Sb-W-O,"{""Fe"": 0.9870133635849067, ""Sb"": 0.012986636415093426, ""W"": 0.0}",550,6.651623,0.981499,0.004839,0.013963,2.455901
8,37,Fe-Sb-W-O,"{""Fe"": 0.985689058297319, ""Sb"": 0.01431094170268106, ""W"": 0.0}",550,2.508898,0.843016,0.011945,0.053288,2.455901
8,38,Fe-Sb-W-O,"{""Fe"": 0.9714242027201236, ""Sb"": 0.028575797279876386, ""W"": 0.0}",550,5.383108,0.969932,0.016125,0.011978,2.455901
8,39,Fe-Sb-W-O,"{""Fe"": 0.9874942024696037, ""Sb"": 0.012505797530396318, ""W"": 0.0}",550,1.232832,0.795496,0.022524,0.049161,2.455901
8,40,Cr-Sb-V-O,"{""Cr"": 0.4436165204405761, ""Sb"": 0.039312531491638714, ""V"": 0.5170709480677852}",550,1.203977,0.983513,0.251018,0.193178,2.455901
8,41,Fe-Sb-W-O,"{""Fe"": 0.9870702506373257, ""Sb"": 0.012929749362674322, ""W"": 0.0}",550,1.124654,0.921565,0.024222,0.039151,2.455901
8,42,Fe-Sb-W-O,"{""Fe"": 0.8748598996563545, ""Sb"": 0.1251401003436455, ""W"": 0.0}",550,1.370999,1.039598,0.011512,0.004397,2.455901
8,43,Fe-Sb-W-O,"{""Fe"": 0.17383705415169207, ""Sb"": 0.003321423399384865, ""W"": 0.8228415224489231}",550,1.829758,0.946772,0.577097,0.091363,2.455901
8,44,Fe-Sb-W-O,"{'Sb': 0.01031, 'W': 0.89228, 'Fe': 0.09741}",0,2.221348,0.933529,1.128405,1.836288,2.455901
8,45,Cr-Sb-V-O,"{""Cr"": 0.9002448197815024, ""Sb"": 0.03745585633075235, ""V"": 0.06229932388774524}",550,1.402539,1.046611,0.083755,0.567471,2.455901
8,46,Ni-Sb-W-O,"{""Ni"": 0.03285591180497803, ""Sb"": 0.0013594352724562114, ""W"": 0.9657846529225658}",0,2.567701,6.245563,1.58411,3.022218,2.455901
8,47,Co-Ni-Zr-O,"{""Co"": 0.7020397361239789, ""Ni"": 0.19043742206091896, ""Zr"": 0.10752284181510222}",550,1.138114,0.613211,0.161243,0.107925,2.455901
8,48,Ni-Sb-W-O,"{""Ni"": 0.04516859612910963, ""Sb"": 0.16664125638633892, ""W"": 0.7881901474845514}",550,1.937493,1.01271,0.356989,-0.007362,2.455901
8,49,Co-Sb-Zr-O,"{""Co"": 0.9006366809188391, ""Sb"": 0.005005920494354115, ""Zr"": 0.0943573985868067}",0,0.944536,0.568189,0.456741,0.619144,2.672093
8,50,Fe-Sb-W-O,"{""Fe"": 0.025318582953347313, ""Sb"": 0.0007584739922267679, ""W"": 0.973922943054426}",550,2.23711,0.952702,0.47457,0.139222,2.672093
9,1,Co-In-Si-O,"{""Co"": 0.4169115551184158, ""In"": 0.5830884448815842}",0,3.705194,1.107384,0.0085,0.113286,1.74329
9,2,Fe-Sb-W-O,"{""Fe"": 0.053281706630836645, ""Sb"": 0.0030477721923588526, ""W"": 0.9436705211768045}",550,1.952736,1.027596,0.061882,-0.024967,1.74329
9,3,Bi-Ni-Zr-O,"{""Bi"": 0.799487266475573, ""Ni"": 0.16984006981189786, ""Zr"": 0.030672663712529222}",550,2.235541,1.718231,0.015078,0.026602,1.74329
9,4,Ag-Ni-Sb-O,"{'Sb': 0.00371, 'Ag': 0.82426, 'Ni': 0.17203}",550,1.970681,5.478394,0.024506,1.011823,1.74329
9,5,Mn-Ni-Pd-O,"{""Mn"": 0.04260347552650108, ""Ni"": 0.17298846507715393, ""Pd"": 0.7844080593963451}",550,2.847878,0.606701,0.057958,0.057486,2.455901
9,6,Co-Ni-Ta-O,"{""Co"": 0.28278907660766045, ""Ni"": 0.18636657971063122, ""Ta"": 0.5308443436817083}",550,2.444262,1.199792,0.059545,0.011212,2.455901
9,7,Ag-Nb-Ni-O,"{""Ag"": 0.3394320950591408, ""Nb"": 0.5338607924508958, ""Ni"": 0.12670711248996333}",0,2.083339,0.955376,0.02307,0.609831,2.455901
9,8,Ag-Ni-Sb-O,"{'Sb': 0.00508, 'Ag': 0.76028, 'Ni': 0.23464}",550,2.059504,0.769641,0.698932,1.159241,2.455901
9,9,Co-Nb-Sn-O,"{'Co': 0.477187604600918, 'Nb': 0.3282476046265705, 'Sn': 0.1945647907725116}",550,2.378788,0.839877,0.021775,0.04253,2.455901
9,10,Co-Ni-Ta-O,"{""Co"": 0.7561351522042932, ""Ni"": 0.18751291271635315, ""Ta"": 0.05635193507935367}",550,1.485818,0.635258,0.045369,0.186207,2.455901
9,11,Ni-Sb-W-O,"{""Ni"": 0.18677572652769497, ""Sb"": 0.3300330720595656, ""W"": 0.4831912014127395}",550,2.213581,1.192292,0.209447,0.010524,2.455901
9,12,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",550,2.01515,2.687193,0.010429,0.022534,2.455901
9,13,Ag-Pb-W-O,"{'Ag': 0.78432, 'Pb': 0.11024, 'W': 0.10545}",0,2.059746,0.755063,0.721451,5.028603,2.455901
9,14,Cr-Sb-V-O,"{""Cr"": 0.19550967609260617, ""Sb"": 0.6914493760888956, ""V"": 0.11304094781849838}",550,1.447098,1.012049,0.211795,0.026627,2.455901
9,15,Ag-Ge-Hf-O,"{""Ag"": 0.6218692917723816, ""Ge"": 0.05599896189079298, ""Hf"": 0.3221317463368255}",550,1.26664,0.945889,1.00663,0.168912,2.455901
9,16,Ag-Ge-Hf-O,"{""Ag"": 0.7546291106754801, ""Ge"": 0.13617922887854522, ""Hf"": 0.10919166044597475}",550,1.434147,1.023496,0.99056,0.373846,2.455901
9,17,Ag-Ge-Hf-O,"{""Ag"": 0.8817307985679647, ""Ge"": 0.0688672848379044, ""Hf"": 0.04940191659413093}",550,3.501267,0.852746,1.140308,0.587534,2.455901
9,18,Ag-Nb-Ni-O,"{""Ag"": 0.9710925990098161, ""Nb"": 0.0056021406765069314, ""Ni"": 0.02330526031367694}",550,2.320439,1.500403,0.829405,2.110995,2.455901
9,19,Fe-In-Ni-O,"{""Fe"": 0.25174255451010236, ""In"": 0.5751397247339671, ""Ni"": 0.17311772075593046}",600,1.370665,0.975379,0.041207,0.361937,2.455901
9,20,Cr-Sb-V-O,"{""Cr"": 0.7703518803307682, ""Sb"": 0.14360634323891677, ""V"": 0.08604177643031505}",550,1.449216,0.994283,0.049098,0.338251,2.455901
9,21,Ag-Ge-Hf-O,"{""Ag"": 0.8889489936558213, ""Ge"": 0.0356477142057993, ""Hf"": 0.07540329213837943}",550,1.498848,0.884244,0.880482,0.618204,2.455901
9,22,Ag-Nb-Ni-O,"{""Ag"": 0.8118962085566067, ""Nb"": 0.0, ""Ni"": 0.18810379144339326}",550,2.374616,1.140515,0.931107,0.977292,2.455901
9,23,Ag-Ni-Sb-O,"{'Ni': 0.16774, 'Sb': 0.21112, 'Ag': 0.62114}",550,1.562531,0.872976,0.531426,0.678401,2.455901
9,24,Co-Nb-Zr-O,"{""Co"": 0.41243857811462126, ""Nb"": 0.4920114181691707, ""Zr"": 0.09555000371620806}",550,1.984442,1.323499,0.063274,0.039128,2.455901
9,25,Ag-Ni-Sb-O,"{'Sb': 0.00321, 'Ni': 0.08877, 'Ag': 0.90803}",0,2.618376,0.943786,0.948718,1.704336,2.455901
9,26,Fe-Sb-W-O,"{""Fe"": 0.8215729162128268, ""Sb"": 0.004602128377021712, ""W"": 0.17382495541015155}",550,1.294025,1.029806,0.650556,0.01267,2.455901
9,27,Ag-Nb-Ni-O,"{""Ag"": 0.273455113443174, ""Nb"": 0.49978854071497336, ""Ni"": 0.2267563458418527}",550,1.59995,0.905862,0.465499,0.069315,2.455901
9,28,Ag-Ni-Sb-O,"{'Sb': 0.07296, 'Ni': 0.03392, 'Ag': 0.89312}",0,1.95731,0.899945,1.035552,1.34525,2.455901
9,29,Ag-Nb-Ni-O,"{""Ag"": 0.8414292084822211, ""Nb"": 0.06957197359619385, ""Ni"": 0.08899881792158505}",550,2.200056,1.095892,1.00422,0.873013,2.455901
9,30,Ag-Ni-Sb-O,"{'Sb': 0.14028, 'Ag': 0.82375, 'Ni': 0.03597}",550,1.910538,0.821058,0.995706,0.524219,2.455901
9,31,Mn-Nb-Sb-O,"{""Mn"": 0.4571303249755999, ""Nb"": 0.5372933543813965, ""Sb"": 0.005576320643003576}",550,1.981663,1.079744,0.031622,0.100406,2.455901
9,32,Ag-Nb-Ni-O,"{""Ag"": 0.8353126126269546, ""Nb"": 0.0, ""Ni"": 0.16468738737304547}",550,2.366731,1.082448,0.880026,1.055035,2.455901
9,33,Ag-Ni-Sb-O,"{'Sb': 0.01763, 'Ni': 0.17502, 'Ag': 0.80735}",0,1.425038,0.934167,1.060298,1.277797,2.455901
9,34,Ag-Nb-Ni-O,"{""Ag"": 0.8653188183006097, ""Nb"": 0.0019495305922813148, ""Ni"": 0.13273165110710888}",550,1.484647,0.994561,0.941216,1.258358,2.455901
9,35,Co-Nb-Sn-O,"{'Co': 0.2988844603210729, 'Nb': 0.5262393703499926, 'Sn': 0.17487616932893457}",550,1.951883,0.931565,0.036687,0.017941,2.455901
9,36,Mn-Nb-Sb-O,"{""Mn"": 0.25022871700520277, ""Nb"": 0.5213953354655663, ""Sb"": 0.22837594752923102}",0,1.275264,5.614962,0.117849,-0.034321,2.455901
9,37,In-Mn-Pd-O,"{""In"": 0.2360897577944854, ""Mn"": 0.15734990318291958, ""Pd"": 0.606560339022595}",550,1.011699,0.842545,0.044778,0.085874,2.455901
9,38,In-Mn-Pd-O,"{""In"": 0.07978659119665726, ""Mn"": 0.2369801359400674, ""Pd"": 0.6832332728632754}",550,1.121229,0.508896,0.06264,0.028395,3.066903
9,39,Mn-Pd-Zn-O,"{""Mn"": 0.25137839327036443, ""Pd"": 0.6701247912292412, ""Zn"": 0.07849681550039449}",550,0.886621,0.790764,0.036009,0.119208,3.066903
9,40,Co-Nb-Zr-O,"{""Co"": 0.33412948471187787, ""Nb"": 0.5053194343848834, ""Zr"": 0.16055108090323886}",550,1.328204,1.268756,0.030534,0.00311,3.066903
9,41,Mn-Ni-Pd-O,"{""Mn"": 0.2749409710329437, ""Ni"": 0.5968196140343011, ""Pd"": 0.12823941493275526}",550,1.045068,1.046261,0.199076,0.264348,3.066903
9,42,Ni-Sb-W-O,"{""Ni"": 0.5102754341057335, ""Sb"": 0.005043646570647421, ""W"": 0.484680919323619}",550,1.184915,0.828158,0.201727,1.169106,3.066903
9,43,Ag-Ni-Sb-O,"{'Sb': 0.00968, 'Ag': 0.83211, 'Ni': 0.1582}",550,1.948014,0.870311,1.068632,1.278131,3.066903
9,44,Mn-Nb-Zn-O,"{'Mn': 0.3317121997256974, 'Nb': 0.5737863308979348, 'Zn': 0.09450146937636782}",550,1.71312,0.78934,0.040134,0.031785,3.066903
9,45,Mn-Nb-Zn-O,"{'Mn': 0.2977407977691986, 'Nb': 0.6251715775869627, 'Zn': 0.07708762464383873}",550,1.288915,0.766727,0.02179,0.021394,3.066903
9,46,Mn-Nb-Sb-O,"{""Mn"": 0.17454512235756198, ""Nb"": 0.6620281062947514, ""Sb"": 0.16342677134768652}",0,3.263536,1.871185,0.012672,0.016952,3.066903
9,47,Co-Nb-Zr-O,"{""Co"": 0.10301977022789781, ""Nb"": 0.5230315239269847, ""Zr"": 0.3739487058451175}",550,1.216823,1.107378,0.01406,0.003703,3.066903
9,48,Bi-Co-Sb-O,"{'Sb': 0.47173, 'Bi': 0.38116, 'Co': 0.14711}",0,1.255825,0.992432,0.04356,0.386413,3.066903
9,49,Mn-Nb-Sb-O,"{""Mn"": 0.4201992160075327, ""Nb"": 0.0, ""Sb"": 0.5798007839924673}",0,1.196496,1.047052,0.193746,0.033053,3.066903
